Job ID,Agency,Salary,Posting Date,Posting Updated
243219,HRA/DEPT OF SOCIAL SERVICES,69252,2016-06-17,2016-07-01
243238,DEPT OF HEALTH/MENTAL HYGIENE,59589,2016-06-16,2016-06-30
243238,DEPT OF HEALTH/MENTAL HYGIENE,59589,2016-06-16,2016-06-30
243253,DEPT OF INFO TECH & TELECOMM,69268,2016-08-03,2016-08-05
242010,DEPARTMENT OF CITY PLANNING,69409,2016-05-27,2016-05-27
242010,DEPARTMENT OF CITY PLANNING,69409,2016-05-27,2016-05-27
242025,DEPT OF ENVIRONMENT PROTECTION,52000,2016-06-02,2016-06-02
242025,DEPT OF ENVIRONMENT PROTECTION,52000,2016-06-02,2016-06-02
242091,DEPT OF HEALTH/MENTAL HYGIENE,62790,2016-05-31,2016-05-31
243123,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-14,2016-11-18
243017,DEPT OF HEALTH/MENTAL HYGIENE,48678,2016-06-13,2016-06-13
243123,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-14,2016-11-18
243169,DEPARTMENT OF FINANCE,74026,2016-06-17,2016-09-01
243169,DEPARTMENT OF FINANCE,74026,2016-06-17,2016-09-01
243191,DEPARTMENT OF FINANCE,94338,2016-06-17,2016-06-17
242091,DEPT OF HEALTH/MENTAL HYGIENE,62790,2016-05-31,2016-05-31
242096,DEPARTMENT OF FINANCE,74120,2016-12-14,2016-12-14
242096,DEPARTMENT OF FINANCE,74120,2016-12-14,2016-12-14
242102,DEPT OF ENVIRONMENT PROTECTION,94983,2016-06-02,2016-06-02
242977,FIRE DEPARTMENT,112500,2016-07-15,2016-07-15
243017,DEPT OF HEALTH/MENTAL HYGIENE,48678,2016-06-13,2016-06-13
242102,DEPT OF ENVIRONMENT PROTECTION,94983,2016-06-02,2016-06-02
242109,DEPT OF INFO TECH & TELECOMM,106102,2016-05-31,2016-05-31
242163,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-06-02,2016-06-02
242164,BUSINESS INTEGRITY COMMISSION,46150,2016-06-06,2016-06-06
242163,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-06-02,2016-06-02
243019,ADMIN FOR CHILDREN'S SVCS,88282,2016-06-17,2016-06-22
243019,ADMIN FOR CHILDREN'S SVCS,88282,2016-06-17,2016-06-22
243029,DEPT OF HEALTH/MENTAL HYGIENE,46150,2016-06-13,2016-06-13
243029,DEPT OF HEALTH/MENTAL HYGIENE,46150,2016-06-13,2016-06-13
242164,BUSINESS INTEGRITY COMMISSION,46150,2016-06-06,2016-06-06
242174,ADMIN FOR CHILDREN'S SVCS,72016,2016-06-13,2016-06-21
242174,ADMIN FOR CHILDREN'S SVCS,72016,2016-06-13,2016-06-21
242175,ADMIN FOR CHILDREN'S SVCS,78027,2016-06-09,2016-07-05
243047,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-06-13,2016-06-13
243047,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-06-13,2016-06-13
242175,ADMIN FOR CHILDREN'S SVCS,78027,2016-06-09,2016-07-05
242183,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-02,2016-06-02
242183,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-02,2016-06-02
242424,DEPT OF ENVIRONMENT PROTECTION,62398,2016-06-03,2016-06-03
242851,DEPT OF INFO TECH & TELECOMM,102192,2016-06-14,2016-06-14
242851,DEPT OF INFO TECH & TELECOMM,102192,2016-06-14,2016-06-14
242877,LAW DEPARTMENT,48678,2016-06-15,2016-07-21
242877,LAW DEPARTMENT,48678,2016-06-15,2016-07-21
242424,DEPT OF ENVIRONMENT PROTECTION,62398,2016-06-03,2016-06-03
242469,HRA/DEPT OF SOCIAL SERVICES,92607,2016-06-06,2016-12-07
242489,POLICE DEPARTMENT,76942,2016-06-06,2016-06-14
242878,DEPT OF PARKS & RECREATION,55000,2016-06-10,2016-07-13
242911,DEPT OF ENVIRONMENT PROTECTION,51368,2016-06-14,2016-06-14
242878,DEPT OF PARKS & RECREATION,55000,2016-06-10,2016-07-13
242878,DEPT OF PARKS & RECREATION,55000,2016-06-10,2016-07-13
242881,DEPT OF HEALTH/MENTAL HYGIENE,49796,2016-06-09,2016-06-09
242881,DEPT OF HEALTH/MENTAL HYGIENE,49796,2016-06-09,2016-06-09
242489,POLICE DEPARTMENT,76942,2016-06-06,2016-06-06
242492,DEPT OF HEALTH/MENTAL HYGIENE,35011,2016-06-06,2016-06-06
242511,DEPT OF ENVIRONMENT PROTECTION,34909,2016-06-06,2016-06-08
242511,DEPT OF ENVIRONMENT PROTECTION,34909,2016-06-06,2016-06-08
242899,DEPT OF DESIGN & CONSTRUCTION,86977,2016-06-22,2016-11-25
242899,DEPT OF DESIGN & CONSTRUCTION,86977,2016-06-22,2016-11-25
242914,LAW DEPARTMENT,37854,2016-06-10,2016-08-01
242914,LAW DEPARTMENT,37854,2016-06-10,2016-08-01
242541,OFFICE OF THE COMPTROLLER,43500,2016-06-06,2016-06-06
242541,OFFICE OF THE COMPTROLLER,43500,2016-06-06,2016-06-06
242541,OFFICE OF THE COMPTROLLER,43500,2016-06-06,2016-06-06
242554,DEPT OF HEALTH/MENTAL HYGIENE,46150,2016-06-06,2016-07-29
242932,DEPT OF INFO TECH & TELECOMM,102192,2016-06-10,2016-06-10
242932,DEPT OF INFO TECH & TELECOMM,102192,2016-06-10,2016-06-10
242937,DEPT OF INFO TECH & TELECOMM,94162,2016-06-10,2016-06-10
242937,DEPT OF INFO TECH & TELECOMM,94162,2016-06-10,2016-06-10
245719,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
242554,DEPT OF HEALTH/MENTAL HYGIENE,46150,2016-06-06,2016-07-29
242604,POLICE DEPARTMENT,48678,2016-06-07,2016-07-19
242620,LAW DEPARTMENT,76126,2016-06-07,2016-07-12
242620,LAW DEPARTMENT,76126,2016-06-07,2016-07-12
242939,DEPT OF INFO TECH & TELECOMM,102192,2016-06-10,2016-09-06
242621,DEPARTMENT OF SANITATION,86977,2016-07-19,2016-07-19
242621,DEPARTMENT OF SANITATION,86977,2016-07-19,2016-07-19
242623,DEPT OF DESIGN & CONSTRUCTION,99521,2016-06-08,2016-06-28
242623,DEPT OF DESIGN & CONSTRUCTION,99521,2016-06-08,2016-06-28
241671,DEPT OF HEALTH/MENTAL HYGIENE,95712,2016-05-23,2016-05-23
241671,DEPT OF HEALTH/MENTAL HYGIENE,95712,2016-05-23,2016-05-23
241715,POLICE DEPARTMENT,81601,2016-05-24,2016-05-24
241715,POLICE DEPARTMENT,81601,2016-05-24,2016-05-24
241728,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-05-23,2016-05-23
242630,POLICE DEPARTMENT,57408,2016-06-07,2016-06-07
242639,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-06-08,2016-06-08
242639,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-06-08,2016-06-08
244880,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-06-29,2016-06-29
245238,DEPARTMENT OF TRANSPORTATION,90298,2016-07-06,2016-07-12
245238,DEPARTMENT OF TRANSPORTATION,90298,2016-07-06,2016-07-12
245324,DEPARTMENT OF TRANSPORTATION,64384,2016-07-06,2016-07-20
243684,CONSUMER AFFAIRS,44136,2016-06-22,2016-07-01
243692,ADMIN FOR CHILDREN'S SVCS,69252,2016-06-30,2016-07-01
245719,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
243692,ADMIN FOR CHILDREN'S SVCS,69252,2016-06-30,2016-07-01
243707,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-23,2016-06-23
245637,DEPT OF YOUTH & COMM DEV SRVS,69026,2016-08-11,2016-08-11
245637,DEPT OF YOUTH & COMM DEV SRVS,69026,2016-08-11,2016-08-11
245757,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
243707,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-06-23,2016-06-23
243745,DEPARTMENT OF TRANSPORTATION,64495,2016-06-27,2016-06-27
243745,DEPARTMENT OF TRANSPORTATION,64495,2016-06-27,2016-06-27
243772,DEPT OF ENVIRONMENT PROTECTION,83175,2016-07-13,2016-07-13
243772,DEPT OF ENVIRONMENT PROTECTION,83175,2016-07-13,2016-07-13
245757,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
245772,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-20,2016-07-20
243816,ADMIN FOR CHILDREN'S SVCS,83187,2016-07-01,2016-08-29
245772,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-20,2016-07-20
245784,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-07-01,2016-07-01
243805,POLICE DEPARTMENT,109413,2016-06-30,2016-06-30
243805,POLICE DEPARTMENT,109413,2016-06-30,2016-06-30
243991,POLICE DEPARTMENT,66632,2016-07-06,2016-09-14
243816,ADMIN FOR CHILDREN'S SVCS,83187,2016-07-01,2016-08-29
243827,POLICE DEPARTMENT,62398,2016-06-30,2016-06-30
245784,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-07-01,2016-07-01
245788,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-07-01,2016-07-01
245788,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-07-01,2016-07-01
243827,POLICE DEPARTMENT,62398,2016-06-30,2016-06-30
243851,DEPT OF HEALTH/MENTAL HYGIENE,78805,2016-06-24,2016-06-24
243851,DEPT OF HEALTH/MENTAL HYGIENE,78805,2016-06-24,2016-06-24
243856,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-06-24,2016-07-14
243856,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-06-24,2016-07-14
243297,ADMIN TRIALS AND HEARINGS,78605,2016-06-29,2016-06-29
243297,ADMIN TRIALS AND HEARINGS,78605,2016-06-29,2016-06-29
243304,DEPARTMENT OF TRANSPORTATION,110000,2016-06-20,2016-06-20
243876,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-06-24,2016-06-24
243876,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-06-24,2016-06-24
243885,POLICE DEPARTMENT,56886,2016-06-30,2016-08-29
243885,POLICE DEPARTMENT,56886,2016-06-30,2016-08-29
243886,DEPARTMENT OF FINANCE,46070,2016-06-28,2016-08-08
243304,DEPARTMENT OF TRANSPORTATION,110000,2016-06-20,2016-06-20
243342,DEPARTMENT OF FINANCE,79127,2016-06-20,2016-06-20
243342,DEPARTMENT OF FINANCE,79127,2016-06-20,2016-06-20
243343,DEPT OF HEALTH/MENTAL HYGIENE,59589,2016-06-17,2016-06-28
243886,DEPARTMENT OF FINANCE,46070,2016-06-28,2016-08-08
243978,FIRE DEPARTMENT,95712,2016-07-15,2016-07-14
243978,FIRE DEPARTMENT,95712,2016-07-15,2016-07-14
243982,POLICE DEPARTMENT,33761,2016-06-30,2016-06-30
243982,POLICE DEPARTMENT,33761,2016-06-30,2016-06-30
243343,DEPT OF HEALTH/MENTAL HYGIENE,59589,2016-06-17,2016-06-17
243353,DEPT OF DESIGN & CONSTRUCTION,21840,2016-07-11,2016-07-11
243353,DEPT OF DESIGN & CONSTRUCTION,21840,2016-07-11,2016-07-11
243377,DEPT OF HEALTH/MENTAL HYGIENE,35355,2016-06-17,2016-06-29
243991,POLICE DEPARTMENT,66632,2016-07-06,2016-09-14
243992,DEPT OF HEALTH/MENTAL HYGIENE,75077,2016-06-30,2016-06-30
243992,DEPT OF HEALTH/MENTAL HYGIENE,75077,2016-06-30,2016-06-30
243993,DEPT OF ENVIRONMENT PROTECTION,91484,2016-07-08,2016-07-08
243993,DEPT OF ENVIRONMENT PROTECTION,91484,2016-07-08,2016-07-08
243613,DEPT OF ENVIRONMENT PROTECTION,92500,2016-06-22,2016-08-17
244013,DEPT OF INFO TECH & TELECOMM,65675,2016-07-07,2016-11-17
243377,DEPT OF HEALTH/MENTAL HYGIENE,35355,2016-06-17,2016-06-29
243393,DEPT OF ENVIRONMENT PROTECTION,86977,2016-06-22,2016-06-22
243393,DEPT OF ENVIRONMENT PROTECTION,86977,2016-06-22,2016-06-22
243412,DEPT OF HEALTH/MENTAL HYGIENE,51368,2016-06-20,2016-06-20
244013,DEPT OF INFO TECH & TELECOMM,65675,2016-07-07,2016-11-17
244014,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-06-27,2016-06-27
244014,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-06-27,2016-06-27
244018,FIRE DEPARTMENT,88282,2016-07-20,2016-11-18
243412,DEPT OF HEALTH/MENTAL HYGIENE,51368,2016-06-20,2016-06-20
243419,LAW DEPARTMENT,88282,2016-06-20,2016-07-18
243433,DEPARTMENT OF TRANSPORTATION,51368,2016-06-21,2016-06-21
243433,DEPARTMENT OF TRANSPORTATION,51368,2016-06-21,2016-06-21
244018,FIRE DEPARTMENT,88282,2016-07-20,2016-11-18
244028,FIRE DEPARTMENT,85270,2016-12-07,2016-12-06
244028,FIRE DEPARTMENT,85270,2016-12-07,2016-12-06
244031,FIRE DEPARTMENT,88282,2016-07-15,2016-07-14
244031,FIRE DEPARTMENT,88282,2016-07-15,2016-07-14
243558,DEPARTMENT OF FINANCE,95054,2016-06-30,2016-06-30
243558,DEPARTMENT OF FINANCE,95054,2016-06-30,2016-06-30
243565,DEPARTMENT OF TRANSPORTATION,48678,2016-06-22,2016-06-22
243565,DEPARTMENT OF TRANSPORTATION,48678,2016-06-22,2016-06-22
243586,DEPARTMENT OF TRANSPORTATION,90298,2016-06-27,2016-08-02
244034,DEPT OF HEALTH/MENTAL HYGIENE,88282,2016-06-27,2016-06-27
244034,DEPT OF HEALTH/MENTAL HYGIENE,88282,2016-06-27,2016-06-27
244136,DEPT OF ENVIRONMENT PROTECTION,64652,2016-07-19,2016-07-22
243586,DEPARTMENT OF TRANSPORTATION,90298,2016-06-27,2016-08-02
243599,DEPARTMENT OF BUSINESS SERV.,130939,2016-06-23,2016-06-23
243599,DEPARTMENT OF BUSINESS SERV.,130939,2016-06-23,2016-06-23
243601,DEPARTMENT OF BUSINESS SERV.,107734,2016-06-23,2016-06-23
244136,DEPT OF ENVIRONMENT PROTECTION,64652,2016-07-19,2016-07-22
246430,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
244168,DEPT OF DESIGN & CONSTRUCTION,62398,2016-07-11,2016-12-09
244168,DEPT OF DESIGN & CONSTRUCTION,62398,2016-07-11,2016-12-09
244296,DEPT OF INFO TECH & TELECOMM,104192,2016-07-12,2016-07-12
243601,DEPARTMENT OF BUSINESS SERV.,107734,2016-06-23,2016-06-23
246432,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-13
243613,DEPT OF ENVIRONMENT PROTECTION,92500,2016-06-22,2016-08-17
243616,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-06-21,2016-06-21
244296,DEPT OF INFO TECH & TELECOMM,104192,2016-07-12,2016-07-12
244330,DEPT OF INFO TECH & TELECOMM,77150,2016-07-12,2016-07-12
244330,DEPT OF INFO TECH & TELECOMM,77150,2016-07-12,2016-07-12
244452,DEPARTMENT OF INVESTIGATION,37322,2016-06-29,2016-12-01
243616,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-06-21,2016-06-21
243632,DEPT OF HEALTH/MENTAL HYGIENE,107293,2016-06-22,2016-06-22
243632,DEPT OF HEALTH/MENTAL HYGIENE,107293,2016-06-22,2016-06-22
244452,DEPARTMENT OF INVESTIGATION,37322,2016-06-29,2016-12-01
244464,DEPT OF CITYWIDE ADMIN SVCS,67064,2016-08-03,2016-11-21
244464,DEPT OF CITYWIDE ADMIN SVCS,67064,2016-08-03,2016-11-21
244791,DEPT OF ENVIRONMENT PROTECTION,86977,2016-07-19,2016-07-27
244791,DEPT OF ENVIRONMENT PROTECTION,86977,2016-07-19,2016-07-27
243634,DEPT OF HEALTH/MENTAL HYGIENE,97370,2016-06-22,2016-06-22
243634,DEPT OF HEALTH/MENTAL HYGIENE,97370,2016-06-22,2016-06-22
243638,DEPT OF ENVIRONMENT PROTECTION,52000,2016-06-22,2016-10-31
243638,DEPT OF ENVIRONMENT PROTECTION,52000,2016-06-22,2016-10-31
244835,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-06-29,2016-06-29
244835,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-06-29,2016-06-29
244847,DEPARTMENT OF FINANCE,35355,2016-07-07,2016-07-08
243640,ADMIN FOR CHILDREN'S SVCS,99521,2016-07-08,2016-07-08
243640,ADMIN FOR CHILDREN'S SVCS,99521,2016-07-08,2016-07-08
243657,DEPARTMENT OF TRANSPORTATION,74962,2016-06-27,2016-06-27
243657,DEPARTMENT OF TRANSPORTATION,74962,2016-06-27,2016-06-27
244872,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-06-29,2016-06-29
244872,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-06-29,2016-06-29
244880,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-06-29,2016-06-29
243658,DEPT OF ENVIRONMENT PROTECTION,75951,2016-08-11,2016-08-26
243658,DEPT OF ENVIRONMENT PROTECTION,75951,2016-08-11,2016-08-26
243674,DEPT. OF HOMELESS SERVICES,149035,2016-06-22,2016-06-22
243674,DEPT. OF HOMELESS SERVICES,149035,2016-06-22,2016-06-22
243684,CONSUMER AFFAIRS,44136,2016-06-22,2016-07-01
247211,DEPARTMENT OF INVESTIGATION,54382,2016-07-13,2016-11-23
247211,DEPARTMENT OF INVESTIGATION,54382,2016-07-13,2016-11-23
247225,DEPT OF HEALTH/MENTAL HYGIENE,80003,2016-07-12,2016-07-12
247225,DEPT OF HEALTH/MENTAL HYGIENE,80003,2016-07-12,2016-07-12
246407,DEPT OF HEALTH/MENTAL HYGIENE,96559,2016-07-07,2016-07-07
246408,DEPARTMENT OF FINANCE,40444,2016-07-08,2016-07-20
246430,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-12
247498,POLICE DEPARTMENT,99521,2016-07-15,2016-07-19
247532,DEPT OF ENVIRONMENT PROTECTION,76833,2016-07-14,2016-07-19
247532,DEPT OF ENVIRONMENT PROTECTION,76833,2016-07-14,2016-07-19
247668,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-07-15,2016-07-15
246432,DEPT OF DESIGN & CONSTRUCTION,107734,2016-07-12,2016-07-13
246454,ADMIN TRIALS AND HEARINGS,29120,2016-07-26,2016-07-26
246454,ADMIN TRIALS AND HEARINGS,29120,2016-07-26,2016-07-26
246598,DEPARTMENT OF FINANCE,95662,2016-07-22,2016-07-22
248047,LAW DEPARTMENT,71815,2016-07-21,2016-07-21
246598,DEPARTMENT OF FINANCE,95662,2016-07-22,2016-07-22
247890,FIRE DEPARTMENT,88282,2016-07-20,2016-09-12
247890,FIRE DEPARTMENT,88282,2016-07-20,2016-09-12
247944,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-07-22,2016-07-22
247944,DEPT OF HEALTH/MENTAL HYGIENE,88331,2016-07-22,2016-07-22
247959,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-07-19,2016-07-19
246636,DEPT OF INFO TECH & TELECOMM,55652,2016-07-08,2016-07-08
246636,DEPT OF INFO TECH & TELECOMM,55652,2016-07-08,2016-07-08
246705,DEPT OF ENVIRONMENT PROTECTION,52000,2016-07-08,2016-07-08
248014,FIRE DEPARTMENT,88282,2016-07-22,2016-07-21
248031,LAW DEPARTMENT,77505,2016-07-21,2016-07-21
248031,LAW DEPARTMENT,77505,2016-07-21,2016-07-21
248047,LAW DEPARTMENT,71815,2016-07-21,2016-07-21
246705,DEPT OF ENVIRONMENT PROTECTION,52000,2016-07-08,2016-07-08
246714,DEPT OF INFO TECH & TELECOMM,78150,2016-07-08,2016-07-08
246714,DEPT OF INFO TECH & TELECOMM,78150,2016-07-08,2016-07-08
246734,ADMIN FOR CHILDREN'S SVCS,79420,2016-08-05,2016-08-08
246757,DEPARTMENT OF SANITATION,58787,2016-08-11,2016-08-11
248090,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-07-20,2016-07-20
248090,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-07-20,2016-07-20
248091,DEPT OF HEALTH/MENTAL HYGIENE,30030,2016-07-19,2016-07-19
246734,ADMIN FOR CHILDREN'S SVCS,79420,2016-08-05,2016-08-08
246757,DEPARTMENT OF SANITATION,58787,2016-08-11,2016-08-11
248091,DEPT OF HEALTH/MENTAL HYGIENE,30030,2016-07-19,2016-07-19
248095,ADMIN TRIALS AND HEARINGS,28582,2016-07-19,2016-08-03
248095,ADMIN TRIALS AND HEARINGS,28582,2016-07-19,2016-08-03
248918,DEPARTMENT OF CORRECTION,120000,2016-07-22,2016-07-27
248110,DEPARTMENT OF TRANSPORTATION,177500,2016-07-19,2016-07-19
246795,DEPT OF INFO TECH & TELECOMM,73150,2016-07-13,2016-07-13
246795,DEPT OF INFO TECH & TELECOMM,73150,2016-07-13,2016-07-13
246806,DEPT OF INFO TECH & TELECOMM,50652,2016-07-12,2016-12-15
251156,DEPT OF DESIGN & CONSTRUCTION,90298,2016-08-09,2016-08-10
246806,DEPT OF INFO TECH & TELECOMM,50652,2016-07-12,2016-12-15
247959,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-07-19,2016-07-19
247969,DEPT OF ENVIRONMENT PROTECTION,75064,2016-07-21,2016-07-21
247969,DEPT OF ENVIRONMENT PROTECTION,75064,2016-07-21,2016-07-21
247886,DEPT OF ENVIRONMENT PROTECTION,76234,2016-07-26,2016-07-26
248014,FIRE DEPARTMENT,88282,2016-07-22,2016-07-21
246814,DEPT OF INFO TECH & TELECOMM,115000,2016-07-18,2016-07-18
246814,DEPT OF INFO TECH & TELECOMM,115000,2016-07-18,2016-07-18
246839,DEPARTMENT OF INVESTIGATION,46150,2016-07-11,2016-12-08
246839,DEPARTMENT OF INVESTIGATION,46150,2016-07-11,2016-12-08
247668,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-07-15,2016-07-15
247710,DEPT OF HEALTH/MENTAL HYGIENE,97867,2016-07-19,2016-07-19
247710,DEPT OF HEALTH/MENTAL HYGIENE,97867,2016-07-19,2016-07-19
246849,DEPT OF INFO TECH & TELECOMM,77404,2016-07-14,2016-07-14
246849,DEPT OF INFO TECH & TELECOMM,77404,2016-07-14,2016-07-14
246855,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-07-11,2016-07-11
246855,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-07-11,2016-07-11
246859,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-07-08,2016-12-19
247789,DEPT OF HEALTH/MENTAL HYGIENE,95687,2016-08-03,2016-10-05
247789,DEPT OF HEALTH/MENTAL HYGIENE,95687,2016-08-03,2016-10-05
247799,DEPT OF CITYWIDE ADMIN SVCS,56810,2016-09-07,2016-12-01
247799,DEPT OF CITYWIDE ADMIN SVCS,56810,2016-09-07,2016-12-01
247852,DEPT OF ENVIRONMENT PROTECTION,46471,2016-08-03,2016-08-03
247852,DEPT OF ENVIRONMENT PROTECTION,46471,2016-08-03,2016-08-03
246859,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-07-08,2016-12-19
246873,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-12-19
246873,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-12-19
246873,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-12-19
247853,HRA/DEPT OF SOCIAL SERVICES,88282,2016-07-19,2016-08-22
247853,HRA/DEPT OF SOCIAL SERVICES,88282,2016-07-19,2016-08-22
247881,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-07-18,2016-07-18
247881,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-07-18,2016-07-18
251156,DEPT OF DESIGN & CONSTRUCTION,90298,2016-08-09,2016-08-10
247886,DEPT OF ENVIRONMENT PROTECTION,76234,2016-07-26,2016-07-26
246877,DEPARTMENT OF TRANSPORTATION,80447,2016-07-11,2016-07-11
246877,DEPARTMENT OF TRANSPORTATION,80447,2016-07-11,2016-07-11
246883,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-07-08
246883,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-07-08
247255,DEPT OF INFO TECH & TELECOMM,66778,2016-07-19,2016-07-19
247255,DEPT OF INFO TECH & TELECOMM,66778,2016-07-19,2016-07-19
247258,DEPT OF RECORDS & INFO SERVICE,62209,2016-08-09,2016-10-18
246883,OFFICE OF THE COMPTROLLER,61259,2016-07-08,2016-07-08
246890,DEPT OF HEALTH/MENTAL HYGIENE,75951,2016-07-11,2016-07-11
246890,DEPT OF HEALTH/MENTAL HYGIENE,75951,2016-07-11,2016-07-11
247258,DEPT OF RECORDS & INFO SERVICE,62209,2016-08-09,2016-10-18
247266,ADMIN FOR CHILDREN'S SVCS,72016,2016-10-17,2016-10-17
247266,ADMIN FOR CHILDREN'S SVCS,72016,2016-10-17,2016-10-17
247300,FIRE DEPARTMENT,60877,2016-08-25,2016-10-31
246892,DEPT OF ENVIRONMENT PROTECTION,60693,2016-07-19,2016-07-19
246913,DEPARTMENT OF BUILDINGS,87033,2016-07-08,2016-11-07
246913,DEPARTMENT OF BUILDINGS,87033,2016-07-08,2016-11-07
246930,DEPT OF INFO TECH & TELECOMM,67100,2016-07-20,2016-07-20
247300,FIRE DEPARTMENT,60877,2016-08-25,2016-10-31
247320,DEPT OF ENVIRONMENT PROTECTION,52000,2016-07-26,2016-07-26
247320,DEPT OF ENVIRONMENT PROTECTION,52000,2016-07-26,2016-07-26
247328,DEPT OF ENVIRONMENT PROTECTION,45664,2016-07-26,2016-07-26
247328,DEPT OF ENVIRONMENT PROTECTION,45664,2016-07-26,2016-07-26
246930,DEPT OF INFO TECH & TELECOMM,67100,2016-07-20,2016-07-20
246933,POLICE DEPARTMENT,72016,2016-07-12,2016-07-12
246933,POLICE DEPARTMENT,72016,2016-07-12,2016-07-12
246935,FIRE DEPARTMENT,107734,2016-07-13,2016-07-29
246935,FIRE DEPARTMENT,107734,2016-07-13,2016-07-29
247343,DEPT OF HEALTH/MENTAL HYGIENE,91216,2016-07-14,2016-07-14
247344,DEPT OF HEALTH/MENTAL HYGIENE,69349,2016-07-18,2016-07-18
247344,DEPT OF HEALTH/MENTAL HYGIENE,69349,2016-07-18,2016-07-18
247352,DEPT OF HEALTH/MENTAL HYGIENE,79787,2016-07-14,2016-07-14
247362,DEPT OF HEALTH/MENTAL HYGIENE,55296,2016-07-14,2016-07-14
247365,DEPT OF HEALTH/MENTAL HYGIENE,65089,2016-07-14,2016-07-14
247376,DEPT OF ENVIRONMENT PROTECTION,58787,2016-07-19,2016-08-31
246953,POLICE DEPARTMENT,62281,2016-07-12,2016-07-12
246953,POLICE DEPARTMENT,62281,2016-07-12,2016-07-12
247034,DEPARTMENT OF TRANSPORTATION,49273,2016-07-13,2016-07-14
247034,DEPARTMENT OF TRANSPORTATION,49273,2016-07-13,2016-07-14
247140,DEPT OF INFO TECH & TELECOMM,115000,2016-07-18,2016-07-18
247079,DEPT OF HEALTH/MENTAL HYGIENE,94346,2016-07-11,2016-12-19
247376,DEPT OF ENVIRONMENT PROTECTION,58787,2016-07-19,2016-08-31
247395,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-07-13,2016-07-13
247395,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-07-13,2016-07-13
247403,LAW DEPARTMENT,43085,2016-07-14,2016-08-05
247406,HRA/DEPT OF SOCIAL SERVICES,46150,2016-10-17,2016-10-17
